2024;CENTRO OESTE;MS;CORUMBA;5003207;'02585924000122;EE JULIA GONCALVES PASSARINHO;50000209;ADMINISTRAÇÃO PÚBLICA ESTADUAL;505;'03561982000189;ASSOC DE PAIS E MESTRES DA EEPSG JULIA G PASSARINHO;PDDE;PDDE Basico - 1 Parcela;5.975,00;0;5.975,00;16/04/2024
2024;CENTRO OESTE;MS;CORUMBA;5003207;'02585924000122;EE MARIA LEITE;50000217;ADMINISTRAÇÃO PÚBLICA ESTADUAL;481;'14892897000110;ASSOCIACAO DE PAIS E MESTRES DA ESCOLA ESTADUAL MARIA LEITE;PDDE;PDDE Basico - 1 Parcela;4.014,50;1.720,50;5.735,00;16/04/2024
2024;CENTRO OESTE;MS;CORUMBA;5003207;'02585924000122;EE NATHERCIA POMPEO DOS SANTOS;50000225;ADMINISTRAÇÃO PÚBLICA ESTADUAL;416;'02018059000132;ASSOC DE PAIS E MESTRES DA ESC NATHERCIA P DOS SANTOS;PDDE;PDDE Basico - 1 Parcela;3.559,50;1.525,50;5.085,00;16/04/2024
2024;CENTRO OESTE;MS;CORUMBA;5003207;'03330461000110;EM BARAO DO RIO BRANCO;50000241;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;809;'02019289000116;ASSOCIACAO DOS PAIS E MESTRES DA EM BARAO DO RIO BRANCO;PDDE;PDDE Basico - 1 Parcela;7.212,00;1.803,00;9.015,00;16/04/2024
2024;CENTRO OESTE;MS;CORUMBA;5003207;'03330461000110;EM CLIO PROENCA;50000250;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;1099;'02018539000101;ASSOCIACAO DE PAIS E MESTRES DA EMPEPG CLIO PROENCA;PDDE;PDDE Basico - 1 Parcela;9.532,00;2.383,00;11.915,00;16/04/2024
2024;CENTRO OESTE;MS;CORUMBA;5003207;'03330461000110;EM DELCIDIO DO AMARAL;50000268;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;698;'02018778000153;ASSOCIACAO DE PAIS E MESTRES EMPEPG DELCIDIO DO AMARAL;PDDE;PDDE Basico - 1 Parcela;6.324,00;1.581,00;7.905,00;16/04/2024
2024;CENTRO OESTE;MS;CORUMBA;5003207;'03330461000110;EM FERNANDO DE BARROS E CEMEI MARIA CANDELARIA PEREIRA LEITE;50000276;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;981;'02018570000134;ASSOCIACAO DE PAIS E MESTRES DA EMPG FERNANDO DE BARROS;PDDE;PDDE Basico - 1 Parcela;8.588,00;2.147,00;10.735,00;16/04/2024
2024;CENTRO OESTE;MS;CORUMBA;5003207;'03330461000110;ESCOLA MUNICIPAL DE EDUCACAO INTEGRAL LUIZ FEITOSA RODRIGUES;50000284;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;204;'02018596000182;APM DA EM DE EDUCACAO INTEGRAL LUIZ FEITOSA RODRIGUES;PDDE;PDDE Basico - 1 Parcela;2.372,00;593;2.965,00;16/04/2024
2024;CENTRO OESTE;MS;CORUMBA;5003207;'03330461000110;EM PEDRO PAULO DE MEDEIROS;50000292;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;635;'02018679000171;ASSOCIACAO DE PAIS E MESTRES EMPEPG PEDRO PAULO MEDEIRO;PDDE;PDDE Basico - 1 Parcela;7.275,00;0;7.275,00;16/04/2024
2024;CENTRO OESTE;MS;CORUMBA;5003207;'03330461000110;EM IZABEL CORREA DE OLIVEIRA E EXTENSAO;50000306;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;1045;'02018646000121;APM DA ESCOLA MUNICIPAL IZABEL CORREA DE OLIVEIRA;PDDE;PDDE Basico - 1 Parcela;9.668,75;1.706,25;11.375,00;16/04/2024
2024;CENTRO OESTE;MS;CORUMBA;5003207;'03330461000110;ESCOLA MUNICIPAL JOSE DE SOUZA DAMY;50000314;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;1147;'02018653000123;APM DA ESCOLA MUNICIPAL JOSE DE SOUZA DAMY;PDDE;PDDE Basico - 1 Parcela;9.916,00;2.479,00;12.395,00;16/04/2024
2024;CENTRO OESTE;MS;CORUMBA;5003207;'03330461000110;ESCOLA MUNICIPAL DE EDUCACAO INTEGRAL TILMA FERNANDES VEIGA;50000322;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;321;'02018695000164;APM DA EMEI TILMA FERNANDES VEIGA E CEMEI PARTEIRA VALODIA;PDDE;PDDE Basico - 1 Parcela;3.308,00;827;4.135,00;16/04/2024
2024;CENTRO OESTE;MS;CORUMBA;5003207;'03330461000110;EM CYRIACO FELIX DE TOLEDO;50000330;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;424;'02018554000141;ASSOCIACAO DE PAIS E MESTRES EMPG CYRIACO FELIX TOLEDO;PDDE;PDDE Basico - 1 Parcela;4.132,00;1.033,00;5.165,00;16/04/2024
2024;CENTRO OESTE;MS;CORUMBA;5003207;'03330461000110;ESCOLA MUNICIPAL DE EDUCACAO INTEGRAL RACHID BARDAUIL;50000349;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;123;'02018638000185;APM DA EM DE EDUCACAO INTEGRAL RACHID BARDAUIL;PDDE;PDDE Basico - 1 Parcela;2.155,00;0;2.155,00;16/04/2024
2024;CENTRO OESTE;MS;CORUMBA;5003207;'03330461000110;CEMEI ESTRELINHA VERDE;50000594;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;186;'03995161000150;APM DO CENTRO DE EDUCACAO INFANTIL ESTRELINHA VERDE;PDDE;PDDE Basico - Primeira Infancia - P1;2.228,00;557;2.785,00;16/04/2024
2024;CENTRO OESTE;MS;CORUMBA;5003207;'03330461000110;CEMEI ESTRELINHA VERDE;50000594;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;186;'03995161000150;APM DO CENTRO DE EDUCACAO INFANTIL ESTRELINHA VERDE;PDDE;PDDE Basico - Primeira Infancia - P2;2.228,00;557;2.785,00;28/05/2024
2024;CENTRO OESTE;MS;LADARIO;5005202;'02585924000122;EE LEME DO PRADO;50000667;ADMINISTRAÇÃO PÚBLICA ESTADUAL;776;'02018893000128;ASSOCIACAO DE PAIS E MESTRES;PDDE;PDDE Basico - 1 Parcela;5.211,00;3.474,00;8.685,00;16/04/2024
2024;CENTRO OESTE;MS;LADARIO;5005202;'02585924000122;EE 2 DE SETEMBRO;50000675;ADMINISTRAÇÃO PÚBLICA ESTADUAL;352;'07228382000154;ASSOCIACAO DE APOIO A ESCOLA ESTADUAL 2 DE SETEMBRO;PDDE;PDDE Basico - 1 Parcela;3.556,00;889;4.445,00;16/04/2024
2024;CENTRO OESTE;MS;LADARIO;5005202;'03330453000174;EM 17 DE MARCO;50000683;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;216;'14892962000107;APM DA EMEI E ENSINO FUNDAMENTAL 17 DE MARCO;PDDE;PDDE Basico - 1 Parcela;2.468,00;617;3.085,00;16/04/2024
2024;CENTRO OESTE;MS;LADARIO;5005202;'03330453000174;EM FAROL DO NORTE;50000691;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;219;'14882195000155;APM DA ESCOLA MUNICIPAL POLO FAROL DO NORTE;PDDE;PDDE Basico - 1 Parcela;2.492,00;623;3.115,00;16/04/2024
2024;CENTRO OESTE;MS;LADARIO;5005202;'03330453000174;EM PROF JOAO BAPTISTA;50000705;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;943;'02018612000137;ASSOCIACAO DE PAIS E MESTRES EMPEPG PROF JOAO BAPTISTA;PDDE;PDDE Basico - 1 Parcela;8.284,00;2.071,00;10.355,00;16/04/2024
2024;CENTRO OESTE;MS;PORTO MURTINHO;5006903;'03107539000132;EM INDIGENA EJIWAJEGI - POLO E EXTENSOES;50000764;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;276;'04479336000130;APM DA ESCOLA MUNICIPAL INDIGENA '' EJIWAJEGI';PDDE;PDDE Basico - 1 Parcela;3.321,00;2.214,00;5.535,00;16/04/2024
2024;CENTRO OESTE;MS;PORTO MURTINHO;5006903;'02585924000122;EE JOSE BONIFACIO;50000799;ADMINISTRAÇÃO PÚBLICA ESTADUAL;705;'01888795000189;CX DE ASSISTENCIA E MANUTENCAO DA EE DE PRE-ESCOLAR 1 E 2;PDDE;PDDE Basico - 1 Parcela;6.380,00;1.595,00;7.975,00;12/06/2024
2024;CENTRO OESTE;MS;PORTO MURTINHO;5006903;'03107539000132;E M CIVICO-MILITAR CLAUDIO DE OLIVEIRA;50000802;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;451;'15385958000115;ASSOCIACAO DE PAIS E MESTRES DA ESC EST C DE OLIVEIRA;PDDE;PDDE Basico - 1 Parcela;4.348,00;1.087,00;5.435,00;24/06/2024
2024;CENTRO OESTE;MS;PORTO MURTINHO;5006903;'03107539000132;EM THOMAZ LARANGEIRA;50000810;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;643;'03666179000109;ASSOCIACAO DE PAIS E MESTRES;PDDE;PDDE Basico - 1 Parcela;3.677,50;3.677,50;7.355,00;16/04/2024
2024;CENTRO OESTE;MS;PORTO MURTINHO;5006903;'03107539000132;EMR DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL BONIFACIO GOME;50000829;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;511;'01750654000103;ASSOCIACAO DE PAIS E MESTRES DA ESCOLA RURAL DE I GRAU;PDDE;PDDE Basico - 1 Parcela;6.308,00;1.577,00;7.885,00;10/05/2024
2024;CENTRO OESTE;MS;ANASTACIO;5000708;'03452307000111;ESCOLA MUNICIPAL CIVICO-MILITAR TEODORO RONDON;50001078;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;420;'18375669000123;APM DA ESCOLA MUNICIPAL TEODORO RONDON;PDDE;PDDE Basico - 1 Parcela;4.100,00;1.025,00;5.125,00;16/04/2024
2024;CENTRO OESTE;MS;ANASTACIO;5000708;'02585924000122;EE CARLOS DRUMMOND DE ANDRADE;50001086;ADMINISTRAÇÃO PÚBLICA ESTADUAL;194;'33751496000194;ASSOC PAIS E MESTRES ESC EST CARLOS DRUMMOND ANDRADE;PDDE;PDDE Basico - 1 Parcela;1.719,00;1.146,00;2.865,00;16/04/2024
2024;CENTRO OESTE;MS;ANASTACIO;5000708;'02585924000122;EE DEP CARLOS SOUZA MEDEIROS;50001094;ADMINISTRAÇÃO PÚBLICA ESTADUAL;496;'33751538000197;ASSOCIACAO DE PAIS E MESTRES EEPG DEP CARLOS S MEDEIROS;PDDE;PDDE Basico - 1 Parcela;4.708,00;1.177,00;5.885,00;16/04/2024
2024;CENTRO OESTE;MS;ANASTACIO;5000708;'02585924000122;EE ROBERTO SCAFF;50001108;ADMINISTRAÇÃO PÚBLICA ESTADUAL;184;'33751710000102;ASSOCIACAO DE PAIS E MESTRES DA EEPEPSG ROBERTO SCAFF;PDDE;PDDE Basico - 1 Parcela;2.212,00;553;2.765,00;16/04/2024
2024;CENTRO OESTE;MS;ANASTACIO;5000708;'02585924000122;EE CIVICO MILITAR MARIA CORREA DIAS;50001116;ADMINISTRAÇÃO PÚBLICA ESTADUAL;553;'33751686000101;APM;PDDE;PDDE Basico - 1 Parcela;5.164,00;1.291,00;6.455,00;13/05/2024
2024;CENTRO OESTE;MS;ANASTACIO;5000708;'02585924000122;EE ROMALINO ALVES DE ALBRES;50001124;ADMINISTRAÇÃO PÚBLICA ESTADUAL;488;'24664831000126;APM DA ESCOLA ESTADUAL DE PG ROMALINO ALVES DE ALBRES;PDDE;PDDE Basico - 1 Parcela;3.483,00;2.322,00;5.805,00;16/04/2024
2024;CENTRO OESTE;MS;ANASTACIO;5000708;'03452307000111;EPM JARDIM INDEPENDENCIA;50001159;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;107;'01809796000190;ASSOCIACAO DE PAIS E MESTRES DA ESCOLA MUNICIPAL DE PRE;PDDE;PDDE Basico - 1 Parcela;1.596,00;399;1.995,00;16/04/2024
2024;CENTRO OESTE;MS;ANASTACIO;5000708;'03452307000111;ESCOLA POLO MUNICIPAL RURAL MANOEL VALERIO DA SILVA;50001175;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;79;'01809486000176;ASSOCIACAO DE PAIS E MESTRES DA ESCOLA POLO MUNICIPAL R;PDDE;PDDE Basico - 1 Parcela;2.852,00;713;3.565,00;16/04/2024
2024;CENTRO OESTE;MS;ANASTACIO;5000708;'03452307000111;ESCOLA-POLO MUNICIPAL RURAL KM 21;50001310;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;117;'01809576000167;ASSOCIACAO DE PAIS E MESTRES DA ESCOLA MUNICIPAL RURAL;PDDE;PDDE Basico - 1 Parcela;3.156,00;789;3.945,00;16/04/2024
2024;CENTRO OESTE;MS;ANASTACIO;5000708;'03452307000111;ESCOLA- POLO MUNICIPAL RURAL NOVO PROGRESSO;50001361;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;112;'01809574000178;ASSOCIACAO DE PAIS E MESTRES DA ESCOLA POLO MUNICIPAL R;PDDE;PDDE Basico - 1 Parcela;3.116,00;779;3.895,00;16/04/2024
2024;CENTRO OESTE;MS;ANASTACIO;5000708;'03452307000111;ESCOLA -POLO MUNICIPAL RURAL SAO MANOEL;50001469;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;87;'01809572000189;ASSOCIACAO DE PAIS E MESTRES DA ESCOLA POLO MUNICIPAL R;PDDE;PDDE Basico - 1 Parcela;2.916,00;729;3.645,00;16/04/2024
2024;CENTRO OESTE;MS;AQUIDAUANA;5001102;'03452299000103;EM CEL ANTONIO TRINDADE;50001582;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;328;'47150457000146;APM DA ESCOLA MUNICIPAL CORONEL ANTONIO TRINDADE;PDDE;PDDE Basico - 1 Parcela;2.943,50;1.261,50;4.205,00;16/04/2024
2024;CENTRO OESTE;MS;AQUIDAUANA;5001102;'02585924000122;EE FELIPE ORRO;50001590;ADMINISTRAÇÃO PÚBLICA ESTADUAL;174;'70367180000120;A P M E E FELIPE ORRO;PDDE;PDDE Basico - 1 Parcela;799,5;1.865,50;2.665,00;16/04/2024
2024;CENTRO OESTE;MS;AQUIDAUANA;5001102;'02585924000122;EE CANDIDO MARIANO;50001655;ADMINISTRAÇÃO PÚBLICA ESTADUAL;193;'70367255000172;ASSOCIACAO DE PAIS E MESTRES DA EEPEPSG CANDIDO MARIANO;PDDE;PDDE Basico - 1 Parcela;1.998,50;856,5;2.855,00;16/04/2024
2024;CENTRO OESTE;MS;AQUIDAUANA;5001102;'02585924000122;EE CEL JOSE ALVES RIBEIRO;50001663;ADMINISTRAÇÃO PÚBLICA ESTADUAL;998;'37198496000160;ESCOLA ESTADUAL CORONEL JOSE ALVES RIBEIRO;PDDE;PDDE Basico - 1 Parcela;6.543,00;4.362,00;10.905,00;16/04/2024
2024;CENTRO OESTE;MS;AQUIDAUANA;5001102;'02585924000122;EE PROFª MARLY RUSSO RODRIGUES;50001671;ADMINISTRAÇÃO PÚBLICA ESTADUAL;359;'37198355000147;ASSOC PAIS E MESTRES PROF MARLY RUSSO RODRIGUES;PDDE;PDDE Basico - 1 Parcela;1.354,50;3.160,50;4.515,00;16/04/2024
2024;CENTRO OESTE;MS;AQUIDAUANA;5001102;'02585924000122;EE PROFª DORIS MENDES TRINDADE;50001698;ADMINISTRAÇÃO PÚBLICA ESTADUAL;873;'37198363000193;ASS PAIS MESTRES ESC EST I II GRS PROF DORIS M TRINDADE;PDDE;PDDE Basico - 1 Parcela;6.758,50;2.896,50;9.655,00;16/04/2024
2024;CENTRO OESTE;MS;AQUIDAUANA;5001102;'03452299000103;EM ERSO GOMES;50001701;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;1048;'01864581000172;ASSOCIACAO DE PAIS E MESTRES DA ESCOLA MUNICIPAL ERSO GOMES;PDDE;PDDE Basico - 1 Parcela;7.983,50;3.421,50;11.405,00;16/04/2024
2024;CENTRO OESTE;MS;AQUIDAUANA;5001102;'02585924000122;CENTRO DE EDUCACAO PROFISSIONAL DE AQUIDAUANA GERALDO AFONSO;50001752;ADMINISTRAÇÃO PÚBLICA ESTADUAL;280;'10956690000100;APM DA ESCOLA ESTADUAL GERALDO AFONSO GARCIA FERREIRA;PDDE;PDDE Basico - 1 Parcela;3.902,50;1.672,50;5.575,00;16/04/2024
2024;CENTRO OESTE;MS;AQUIDAUANA;5001102;'02585924000122;EE PROF ANTONIO SALUSTIO AREIAS;50001825;ADMINISTRAÇÃO PÚBLICA ESTADUAL;204;'15554330000104;ASSOCIACAO DE PAIS E MESTRE DA ESCOLA ANTONIO S AREIAS;PDDE;PDDE Basico - 1 Parcela;2.372,00;593;2.965,00;16/04/2024
2024;CENTRO OESTE;MS;AQUIDAUANA;5001102;'03452299000103;EM PROF LUIZ MONGELLI;50001833;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;157;'49516059000126;ASSOCIACAO DE PAIS E MESTRES DA EM PROFESSOR LUIZ MONGELLI;PDDE;PDDE Basico - 1 Parcela;1.871,25;623,75;2.495,00;13/05/2024
2024;CENTRO OESTE;MS;AQUIDAUANA;5001102;'03452299000103;EM INDIGENA POLO LUTUMA DIAS;50001922;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;267;'01867121000106;APM DA ESCOLA MUNICIPAL INDIGENA LUTUMA DIAS;PDDE;PDDE Basico - 1 Parcela;3.811,50;1.633,50;5.445,00;16/04/2024
2024;CENTRO OESTE;MS;AQUIDAUANA;5001102;'03452299000103;EM FRANKLIN CASSIANO;50002015;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;103;'01867122000142;APM DA EM DE PRE ESCOLAR E 1 GRAU FRANKLIN CASSIANO;PDDE;PDDE Basico - 1 Parcela;2.663,50;1.141,50;3.805,00;16/04/2024
2024;CENTRO OESTE;MS;AQUIDAUANA;5001102;'03452299000103;EM ADA MOREIRA BARROS;50002023;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;253;'00944149000129;APM DA ESCOLA MUNICIPAL ADA MOREIRA BARROS;PDDE;PDDE Basico - 1 Parcela;3.713,50;1.591,50;5.305,00;16/04/2024
2024;CENTRO OESTE;MS;AQUIDAUANA;5001102;'03452299000103;EM ANTONIO SANTOS RIBEIRO;50002031;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;102;'01869058000139;APM DA EM DE PRE ESCOLAR E 1 GRAU ANTONIO SANTOS RIBEIRO;PDDE;PDDE Basico - 1 Parcela;2.656,50;1.138,50;3.795,00;16/04/2024
2024;CENTRO OESTE;MS;AQUIDAUANA;5001102;'03452299000103;ESCOLA MUNICIPAL VISCONDE DE TAUNAY;50002058;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;101;'01896768000158;APM DA ESCOLA MUNICIPAL VISCONDE DE TAUNAY;PDDE;PDDE Basico - 1 Parcela;2.649,50;1.135,50;3.785,00;16/04/2024
2024;CENTRO OESTE;MS;AQUIDAUANA;5001102;'03452299000103;EM INDIGENA POLO GENERAL RONDON;50002066;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;310;'01840829000165;ASSOCIACAO DE PAIS E MESTRES DA ESCOLA MUNICIPAL DE 1;PDDE;PDDE Basico - 1 Parcela;4.112,50;1.762,50;5.875,00;16/04/2024
2024;CENTRO OESTE;MS;AQUIDAUANA;5001102;'03452299000103;ESCOLA MUNICIPAL INDIGENA POLO FELICIANO PIO;50002112;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;202;'01718382000156;ASSOCIACAO DE PAIS E MESTRES DA ESCOLA MUNICIPAL DE 1G;PDDE;PDDE Basico - 1 Parcela;3.356,50;1.438,50;4.795,00;16/04/2024
2024;CENTRO OESTE;MS;DOIS IRMAOS DO BURITI;5003488;'24616187000110;ESCOLA POLO MUNICIPAL INDIGENA ALEXINA ROSA FIGUEREDO;50002147;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;352;'01923059000114;APM DA ESCOLA POLO MUN RURAL DE 1 GRAU ANTONIO CASTILHO;PDDE;PDDE Basico - 1 Parcela;3.147,50;3.147,50;6.295,00;21/05/2024
2024;CENTRO OESTE;MS;DOIS IRMAOS DO BURITI;5003488;'02585924000122;EE PROFESSORA ESTEFANA CENTURION GAMBARRA;50002155;ADMINISTRAÇÃO PÚBLICA ESTADUAL;488;'37198579000159;APM DA EE PROFESSORA ESTEFANA CENTURION GAMBARRA;PDDE;PDDE Basico - 1 Parcela;4.644,00;1.161,00;5.805,00;16/04/2024
2024;CENTRO OESTE;MS;DOIS IRMAOS DO BURITI;5003488;'24616187000110;ESCOLA MUNICIPAL PROFESSOR JOSE PINTO DA SILVA;50002163;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;120;'01932552000109;APM DA ESCOLA MUNICIPAL DE 1 GRAU MARCOS FREIRE;PDDE;PDDE Basico - 1 Parcela;2.385,00;1.590,00;3.975,00;16/04/2024
2024;CENTRO OESTE;MS;DOIS IRMAOS DO BURITI;5003488;'24616187000110;ESCOLA POLO MUNICIPAL FELICIA EMIKO KAWAMURA SAKITANI;50002171;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;875;'01923057000125;APM DA EM DE 1 GRAU FELICIA EMIKO KAWAMURA SAKITANI;PDDE;PDDE Basico - 1 Parcela;5.805,00;3.870,00;9.675,00;16/04/2024
2024;CENTRO OESTE;MS;DOIS IRMAOS DO BURITI;5003488;'24616187000110;ESCOLA MUNICIPAL NERO MENEZES DE AVILA;50002481;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;196;'02479644000130;APM -APM- DA ESCOLA MUNICIPAL DE 1 GRAU FLORIZO MENDES;PDDE;PDDE Basico - 1 Parcela;2.841,00;1.894,00;4.735,00;16/04/2024
2024;CENTRO OESTE;MS;MIRANDA;5005608;'03452315000168;CENTRO DE EDUCACAO INFANTIL SAO FRANCISCO DE ASSIS;50002503;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;92;'11126553000101;APM DOS CENTROS DE EDUCACAO INF DO MUNICIPIO DE MIRANDAMS;PDDE;PDDE Basico - Primeira Infancia - P1;1.107,00;738;1.845,00;16/04/2024
2024;CENTRO OESTE;MS;MIRANDA;5005608;'03452315000168;CENTRO DE EDUCACAO INFANTIL SAO FRANCISCO DE ASSIS;50002503;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;92;'11126553000101;APM DOS CENTROS DE EDUCACAO INF DO MUNICIPIO DE MIRANDAMS;PDDE;PDDE Basico - Primeira Infancia - P2;1.107,00;738;1.845,00;28/05/2024
2024;CENTRO OESTE;MS;MIRANDA;5005608;'03452315000168;ESCOLA MUNICIPAL INDIGENA POLO CORONEL NICOLAU HORTA BARBOSA;50002520;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;608;'05646299000170;APM DA EM INDIGENA POLO CORONEL NICOLAU HORTA BARBOSA;PDDE;PDDE Basico - 1 Parcela;5.313,00;3.542,00;8.855,00;16/04/2024
2024;CENTRO OESTE;MS;MIRANDA;5005608;'03452315000168;EM INDIGENA POLO PILAD REBUA;50002538;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;469;'03803791000186;APM DA ESCOLA MUNICIPAL RURAL INDIGENA PILADE REBUA;PDDE;PDDE Basico - 1 Parcela;4.479,00;2.986,00;7.465,00;16/04/2024
2024;CENTRO OESTE;MS;MIRANDA;5005608;'02585924000122;EE CARMELITA CANALE REBUA;50002546;ADMINISTRAÇÃO PÚBLICA ESTADUAL;235;'24664807000197;ASSOCIACAO DE PAIS E MESTRES EEPG CARMELITA C REBUA;PDDE;PDDE Basico - 1 Parcela;982,5;2.292,50;3.275,00;16/04/2024
2024;CENTRO OESTE;MS;MIRANDA;5005608;'02585924000122;EE CAETANO PINTO;50002554;ADMINISTRAÇÃO PÚBLICA ESTADUAL;760;'15554512000177;ASSOCIACAO DE PAIS E MESTRES ESC EST I GRAU C PINTO;PDDE;PDDE Basico - 1 Parcela;5.115,00;3.410,00;8.525,00;16/04/2024
2024;CENTRO OESTE;MS;MIRANDA;5005608;'02585924000122;EE DONA ROSA PEDROSSIAN;50002562;ADMINISTRAÇÃO PÚBLICA ESTADUAL;239;'70367586000102;APM DA ESCOLA ESTADUAL DE I E II GRAUS ROSA PEDROSSIAN;PDDE;PDDE Basico - 1 Parcela;331,5;2.983,50;3.315,00;16/04/2024
2024;CENTRO OESTE;MS;MIRANDA;5005608;'03452315000168;EMU 15 DE OUTUBRO;50002570;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;337;'37198710000188;APM DA ESCOLA MUNICIPAL URBANA 15 DE OUTUBRO;PDDE;PDDE Basico - 1 Parcela;2.577,00;1.718,00;4.295,00;16/04/2024
2024;CENTRO OESTE;MS;MIRANDA;5005608;'03452315000168;EMR POLO RAIMUNDO DOS SANTOS;50002783;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;210;'01920011000152;APM DA ESCOLA MUNICIPAL RURAL 1 GRAU RAIMUNDO DOS SANTOS;PDDE;PDDE Basico - 1 Parcela;2.925,00;1.950,00;4.875,00;16/04/2024
