2023,CENTRO OESTE,MS,CAMPO GRANDE,5002704,'02585924000122,EE MAESTRO FREDERICO LIEBERMANN,50006029,ADMINISTRAÇÃO PÚBLICA ESTADUAL,356,'15528961000140,ASS DE PAIS E MESTR DA ESC DE 1 2 G MAEST F LIEBERMANN,PDDE,PDDE Basico - 1 parcela,"3.588,00","897,00","4.485,00",
2023,CENTRO OESTE,MS,CAMPO GRANDE,5002704,'02585924000122,EE MAESTRO FREDERICO LIEBERMANN,50006029,ADMINISTRAÇÃO PÚBLICA ESTADUAL,356,'15528961000140,ASS DE PAIS E MESTR DA ESC DE 1 2 G MAEST F LIEBERMANN,PDDE,PDDE Basico - 2 Parcela,"3.588,00","897,00","4.485,00",
2023,CENTRO OESTE,MS,CAMPO GRANDE,5002704,'02585924000122,EE ORCIRIO THIAGO DE OLIVEIRA,50006312,ADMINISTRAÇÃO PÚBLICA ESTADUAL,649,'24644825000107,A P M E E P G ORCIRIO THIAGO DE OLIVEIRA,PDDE,PDDE Basico - 1 parcela,"5.932,00","1.483,00","7.415,00",
2023,CENTRO OESTE,MS,CAMPO GRANDE,5002704,'02585924000122,EE ORCIRIO THIAGO DE OLIVEIRA,50006312,ADMINISTRAÇÃO PÚBLICA ESTADUAL,649,'24644825000107,A P M E E P G ORCIRIO THIAGO DE OLIVEIRA,PDDE,PDDE Basico - 2 Parcela,"5.932,00","1.483,00","7.415,00",
2023,CENTRO OESTE,MS,INOCENCIA,5004403,'03342938000188,ESCOLA MUNICIPAL RURAL CIRILO ANOENA DA COSTA - POLO,50011278,ADMINISTRAÇÃO PÚBLICA MUNICIPAL,189,'01928879000107,ESCOLA MUNICIPAL CIRILO ANOENA DA COSTA,PDDE,PDDE Basico - 1 parcela,"1.870,00","1.870,00","3.740,00",
2023,CENTRO OESTE,MS,INOCENCIA,5004403,'03342938000188,ESCOLA MUNICIPAL RURAL CIRILO ANOENA DA COSTA - POLO,50011278,ADMINISTRAÇÃO PÚBLICA MUNICIPAL,189,'01928879000107,ESCOLA MUNICIPAL CIRILO ANOENA DA COSTA,PDDE,PDDE Basico - 2 Parcela,"1.870,00","1.870,00","3.740,00",
2023,CENTRO OESTE,MS,SELVIRIA,5007802,'15410665000140,EMEIEF JOAQUIM CAMARGO,50011626,ADMINISTRAÇÃO PÚBLICA MUNICIPAL,331,'01893537000190,APMDA EMPEPGJOAQUIM CAMARGO,PDDE,PDDE Basico - 1 parcela,"3.388,00","847,00","4.235,00",
2023,CENTRO OESTE,MS,SELVIRIA,5007802,'15410665000140,EMEIEF JOAQUIM CAMARGO,50011626,ADMINISTRAÇÃO PÚBLICA MUNICIPAL,331,'01893537000190,APMDA EMPEPGJOAQUIM CAMARGO,PDDE,PDDE Basico - 2 Parcela,"3.388,00","847,00","4.235,00",
2023,CENTRO OESTE,MS,SELVIRIA,5007802,'15410665000140,EMEIEF PROF NELSON DUARTE ROCHA,50011634,ADMINISTRAÇÃO PÚBLICA MUNICIPAL,460,'01914749000107,APM DA EMPEPG PROF NELSON DUARTE ROCHA,PDDE,PDDE Basico - 1 parcela,"4.420,00","1.105,00","5.525,00",
2023,CENTRO OESTE,MS,SELVIRIA,5007802,'15410665000140,EMEIEF PROF NELSON DUARTE ROCHA,50011634,ADMINISTRAÇÃO PÚBLICA MUNICIPAL,460,'01914749000107,APM DA EMPEPG PROF NELSON DUARTE ROCHA,PDDE,PDDE Basico - 2 Parcela,"4.420,00","1.105,00","5.525,00",
2023,CENTRO OESTE,MS,BELA VISTA,5002100,'03217916000196,EM SONETE LEITE LINO,50013998,ADMINISTRAÇÃO PÚBLICA MUNICIPAL,328,'01945298000175,APM APM DA ESCOLA MUNICIPAL SONETE LEITE LINO,PDDE,PDDE Basico - 1 parcela,"3.364,00","841,00","4.205,00",
2023,CENTRO OESTE,MS,BELA VISTA,5002100,'03217916000196,EM SONETE LEITE LINO,50013998,ADMINISTRAÇÃO PÚBLICA MUNICIPAL,328,'01945298000175,APM APM DA ESCOLA MUNICIPAL SONETE LEITE LINO,PDDE,PDDE Basico - 2 Parcela,"3.364,00","841,00","4.205,00",
2023,CENTRO OESTE,MS,CARACOL,5002803,'03217924000132,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL JOAO JOSE LEITE DA SI,50014374,ADMINISTRAÇÃO PÚBLICA MUNICIPAL,834,'02512759000189,ASSOCDE PAIS E MESTRES DA ESCOLA MUNDE PRE-ESCOLAR DE PRI,PDDE,PDDE Basico - 1 parcela,"7.412,00","1.853,00","9.265,00",
2023,CENTRO OESTE,MS,CARACOL,5002803,'03217924000132,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL JOAO JOSE LEITE DA SI,50014374,ADMINISTRAÇÃO PÚBLICA MUNICIPAL,834,'02512759000189,ASSOCDE PAIS E MESTRES DA ESCOLA MUNDE PRE-ESCOLAR DE PRI,PDDE,PDDE Basico - 2 Parcela,"7.412,00","1.853,00","9.265,00",
2023,CENTRO OESTE,MS,DOURADINA,5003504,'15479751000100,CEI ARTE E VIDA,50015605,ADMINISTRAÇÃO PÚBLICA MUNICIPAL,272,'11220435000168,APM INFANCIA FELIZ,PDDE,PDDE Basico - P1,"2.916,00","729,00","3.645,00",
2023,CENTRO OESTE,MS,DOURADINA,5003504,'15479751000100,CEI ARTE E VIDA,50015605,ADMINISTRAÇÃO PÚBLICA MUNICIPAL,272,'11220435000168,APM INFANCIA FELIZ,PDDE,PDDE Basico - P2,"2.916,00","729,00","3.645,00",
2023,CENTRO OESTE,MS,ANGELICA,5000856,'03747649000169,EMEIEF NAPOLEAO BATISTA ALBUQUERQUE,50019511,ADMINISTRAÇÃO PÚBLICA MUNICIPAL,683,'01840824000132,ASSOCIACAO DE PAIS E MESTRES DA ESCOLA MUN DE PRE ESCOL,PDDE,PDDE Basico - 1 parcela,"3.877,50","3.877,50","7.755,00",
2023,CENTRO OESTE,MS,ANGELICA,5000856,'03747649000169,EMEIEF NAPOLEAO BATISTA ALBUQUERQUE,50019511,ADMINISTRAÇÃO PÚBLICA MUNICIPAL,683,'01840824000132,ASSOCIACAO DE PAIS E MESTRES DA ESCOLA MUN DE PRE ESCOL,PDDE,PDDE Basico - 2 Parcela,"3.877,50","3.877,50","7.755,00",
2023,CENTRO OESTE,MS,ELDORADO,5003751,'02585924000122,EE 13 DE MAIO,50020030,ADMINISTRAÇÃO PÚBLICA ESTADUAL,190,'15578750000112,APM DA ESCOLA ESTADUAL 13 DE MAIO,PDDE,PDDE Basico - 1 parcela,"2.260,00","565,00","2.825,00",
2023,CENTRO OESTE,MS,ELDORADO,5003751,'02585924000122,EE 13 DE MAIO,50020030,ADMINISTRAÇÃO PÚBLICA ESTADUAL,190,'15578750000112,APM DA ESCOLA ESTADUAL 13 DE MAIO,PDDE,PDDE Basico - 2 Parcela,"2.260,00","565,00","2.825,00",
2023,CENTRO OESTE,MS,DOURADINA,5003504,'15479751000100,EM MIRENA AMELIA BATISTA,50022156,ADMINISTRAÇÃO PÚBLICA MUNICIPAL,353,'03186124000100,APM DA EM DE PRIMEIRO GRAU MIRENA AMELIA BATISTA,PDDE,PDDE Basico - 1 parcela,"3.564,00","891,00","4.455,00",
2023,CENTRO OESTE,MS,DOURADINA,5003504,'15479751000100,EM MIRENA AMELIA BATISTA,50022156,ADMINISTRAÇÃO PÚBLICA MUNICIPAL,353,'03186124000100,APM DA EM DE PRIMEIRO GRAU MIRENA AMELIA BATISTA,PDDE,PDDE Basico - 2 Parcela,"3.564,00","891,00","4.455,00",
2023,CENTRO OESTE,MS,SELVIRIA,5007802,'15410665000140,ESCOLA MUNICIPAL RURAL SAO JOAQUIM POLO E EXTENSOES,50022768,ADMINISTRAÇÃO PÚBLICA MUNICIPAL,191,'14368701000192,APM DA ESCOLA RURAL DE EDUC INF E EF SAO JOAQUIM POLO E E,PDDE,PDDE Basico - 1 parcela,"3.008,00","752,00","3.760,00",
2023,CENTRO OESTE,MS,SELVIRIA,5007802,'15410665000140,ESCOLA MUNICIPAL RURAL SAO JOAQUIM POLO E EXTENSOES,50022768,ADMINISTRAÇÃO PÚBLICA MUNICIPAL,191,'14368701000192,APM DA ESCOLA RURAL DE EDUC INF E EF SAO JOAQUIM POLO E E,PDDE,PDDE Basico - 2 Parcela,"3.008,00","752,00","3.760,00",
2023,CENTRO OESTE,MS,INOCENCIA,5004403,'03342938000188,CEINF - MARGARIDA TOMAZIA DE PAULA - VO NONA,50025430,ADMINISTRAÇÃO PÚBLICA MUNICIPAL,149,'07375623000198,CEINF MARGARIDA TOMAZIA DE PAULA - VO NONA,PDDE,PDDE Basico - P1,"1.207,50","1.207,50","2.415,00",
2023,CENTRO OESTE,MS,INOCENCIA,5004403,'03342938000188,CEINF - MARGARIDA TOMAZIA DE PAULA - VO NONA,50025430,ADMINISTRAÇÃO PÚBLICA MUNICIPAL,149,'07375623000198,CEINF MARGARIDA TOMAZIA DE PAULA - VO NONA,PDDE,PDDE Basico - P2,"1.207,50","1.207,50","2.415,00",
2023,CENTRO OESTE,MS,CAMPO GRANDE,5002704,'03501509000106,EMEI IVONE CALARGE ZAHRAN,50025929,ADMINISTRAÇÃO PÚBLICA MUNICIPAL,242,'14456137000160,APM EMEI IVONE CALARGE ZAHRAN,PDDE,PDDE Basico - P1,"2.676,00","669,00","3.345,00",
2023,CENTRO OESTE,MS,CAMPO GRANDE,5002704,'03501509000106,EMEI IVONE CALARGE ZAHRAN,50025929,ADMINISTRAÇÃO PÚBLICA MUNICIPAL,242,'14456137000160,APM EMEI IVONE CALARGE ZAHRAN,PDDE,PDDE Basico - P2,"2.676,00","669,00","3.345,00",
2023,CENTRO OESTE,MS,JATEI,5005103,'03783859000102,CMEI RECANTO DO SABER,50028928,ADMINISTRAÇÃO PÚBLICA MUNICIPAL,159,'12437094000140,APM DA EDUCACAO INFANTIL DE JATEI - MS,PDDE,PDDE Basico - P1,"2.012,00","503,00","2.515,00",
2023,CENTRO OESTE,MS,JATEI,5005103,'03783859000102,CMEI RECANTO DO SABER,50028928,ADMINISTRAÇÃO PÚBLICA MUNICIPAL,159,'12437094000140,APM DA EDUCACAO INFANTIL DE JATEI - MS,PDDE,PDDE Basico - P2,"2.012,00","503,00","2.515,00",
2023,CENTRO OESTE,MS,ANGELICA,5000856,'03747649000169,CEI - NOVO TEMPO,50028995,ADMINISTRAÇÃO PÚBLICA MUNICIPAL,112,'11072771000100,APM DO CENTRO DE EDUCACAO INFANTIL NOVO TEMPO,PDDE,PDDE Basico - P1,"2.376,00","594,00","2.970,00",
2023,CENTRO OESTE,MS,ANGELICA,5000856,'03747649000169,CEI - NOVO TEMPO,50028995,ADMINISTRAÇÃO PÚBLICA MUNICIPAL,112,'11072771000100,APM DO CENTRO DE EDUCACAO INFANTIL NOVO TEMPO,PDDE,PDDE Basico - P2,"2.376,00","594,00","2.970,00",
2023,CENTRO OESTE,MS,ANGELICA,5000856,'03747649000169,CEI - TEMPO FELIZ,50029002,ADMINISTRAÇÃO PÚBLICA MUNICIPAL,123,'11072789000102,APM DO CENTRO DE EDUCACAO INFANTIL TEMPO FELIZ,PDDE,PDDE Basico - P1,"1.724,00","431,00","2.155,00",
2023,CENTRO OESTE,MS,ANGELICA,5000856,'03747649000169,CEI - TEMPO FELIZ,50029002,ADMINISTRAÇÃO PÚBLICA MUNICIPAL,123,'11072789000102,APM DO CENTRO DE EDUCACAO INFANTIL TEMPO FELIZ,PDDE,PDDE Basico - P2,"1.724,00","431,00","2.155,00",
2023,CENTRO OESTE,MS,DOURADOS,5003702,'03155926000144,EM INDIGENA PA I CHIQUITO- CHIQUITO PEDRO,50029495,ADMINISTRAÇÃO PÚBLICA MUNICIPAL,48,'08007545000131,APM DA EM INDIGENA PAI CHIQUITO-CHIQUITO PEDRO,PDDE,PDDE Basico - 1 parcela,"2.330,00",0,"2.330,00",
2023,CENTRO OESTE,MS,DOURADOS,5003702,'03155926000144,EM INDIGENA PA I CHIQUITO- CHIQUITO PEDRO,50029495,ADMINISTRAÇÃO PÚBLICA MUNICIPAL,48,'08007545000131,APM DA EM INDIGENA PAI CHIQUITO-CHIQUITO PEDRO,PDDE,PDDE Basico - 2 Parcela,"2.330,00",0,"2.330,00",
2023,CENTRO OESTE,MS,TERENOS,5008008,'03501582000188,EM ISABEL DE CAMPOS WIDAL RODRIGUES,50029533,ADMINISTRAÇÃO PÚBLICA MUNICIPAL,173,'08029923000188,APM DA ESCOLA MUNICIPAL ISABEL DE CAMPO WIDAL RODRIGUES,PDDE,PDDE Basico - 1 parcela,"2.864,00","716,00","3.580,00",
2023,CENTRO OESTE,MS,TERENOS,5008008,'03501582000188,EM ISABEL DE CAMPOS WIDAL RODRIGUES,50029533,ADMINISTRAÇÃO PÚBLICA MUNICIPAL,173,'08029923000188,APM DA ESCOLA MUNICIPAL ISABEL DE CAMPO WIDAL RODRIGUES,PDDE,PDDE Basico - 2 Parcela,"2.864,00","716,00","3.580,00",
2023,CENTRO OESTE,MS,CAMPO GRANDE,5002704,'03501509000106,EMEI TIA EVA,50029584,ADMINISTRAÇÃO PÚBLICA MUNICIPAL,64,',,PDDE,PDDE Basico - P1,"1.252,00","313,00","1.565,00",
2023,CENTRO OESTE,MS,CAMPO GRANDE,5002704,'03501509000106,EMEI TIA EVA,50029584,ADMINISTRAÇÃO PÚBLICA MUNICIPAL,64,',,PDDE,PDDE Basico - P2,"1.252,00","313,00","1.565,00",
2023,CENTRO OESTE,MS,DOURADINA,5003504,'15479751000100,EM DE EDUC INDIGENA JOAOZINHO CARAPE FERNANDO,50029754,ADMINISTRAÇÃO PÚBLICA MUNICIPAL,127,'07570693000105,APM MITA KAIWA,PDDE,PDDE Basico - 1 parcela,"2.496,00","624,00","3.120,00",
2023,CENTRO OESTE,MS,DOURADINA,5003504,'15479751000100,EM DE EDUC INDIGENA JOAOZINHO CARAPE FERNANDO,50029754,ADMINISTRAÇÃO PÚBLICA MUNICIPAL,127,'07570693000105,APM MITA KAIWA,PDDE,PDDE Basico - 2 Parcela,"2.496,00","624,00","3.120,00",
2023,CENTRO OESTE,MS,SANTA RITA DO PARDO,5007554,'01561372000150,CEI - RUTH SOILLET DE OLIVEIRA LIMA,50029967,ADMINISTRAÇÃO PÚBLICA MUNICIPAL,94,',,PDDE,PDDE Basico - P1,"1.492,00","373,00","1.865,00",
2023,CENTRO OESTE,MS,SANTA RITA DO PARDO,5007554,'01561372000150,CEI - RUTH SOILLET DE OLIVEIRA LIMA,50029967,ADMINISTRAÇÃO PÚBLICA MUNICIPAL,94,',,PDDE,PDDE Basico - P2,"1.492,00","373,00","1.865,00",
2023,CENTRO OESTE,MS,SELVIRIA,5007802,'15410665000140,CEI - SELVIRIA ALEXANDRE,50030752,ADMINISTRAÇÃO PÚBLICA MUNICIPAL,79,'11317240000130,APM DO CENTRO DE EDUCACAO INFANTIL SELVIRIA ALEXANDRE,PDDE,PDDE Basico - P1,"1.372,00","343,00","1.715,00",
2023,CENTRO OESTE,MS,SELVIRIA,5007802,'15410665000140,CEI - SELVIRIA ALEXANDRE,50030752,ADMINISTRAÇÃO PÚBLICA MUNICIPAL,79,'11317240000130,APM DO CENTRO DE EDUCACAO INFANTIL SELVIRIA ALEXANDRE,PDDE,PDDE Basico - P2,"1.372,00","343,00","1.715,00",
2023,CENTRO OESTE,MS,JUTI,5005152,'24644296000141,CEIM - MARCY BRANDAO FERNANDES-POLO,50030795,ADMINISTRAÇÃO PÚBLICA MUNICIPAL,160,',,PDDE,PDDE Basico - P1,"2.020,00","505,00","2.525,00",
2023,CENTRO OESTE,MS,JUTI,5005152,'24644296000141,CEIM - MARCY BRANDAO FERNANDES-POLO,50030795,ADMINISTRAÇÃO PÚBLICA MUNICIPAL,160,',,PDDE,PDDE Basico - P2,"2.020,00","505,00","2.525,00",
2023,CENTRO OESTE,MS,TERENOS,5008008,'03501582000188,ESCOLA MUNICIPAL ROSA IDALINA BRAGA BARBOZA,50031082,ADMINISTRAÇÃO PÚBLICA MUNICIPAL,294,'11037084000154,APM DO CEI CENTRO DE EDUCACAO INFANTIL,PDDE,PDDE Basico - P1,"3.092,00","773,00","3.865,00",
2023,CENTRO OESTE,MS,TERENOS,5008008,'03501582000188,ESCOLA MUNICIPAL ROSA IDALINA BRAGA BARBOZA,50031082,ADMINISTRAÇÃO PÚBLICA MUNICIPAL,294,'11037084000154,APM DO CEI CENTRO DE EDUCACAO INFANTIL,PDDE,PDDE Basico - P2,"3.092,00","773,00","3.865,00",
2023,CENTRO OESTE,MS,TERENOS,5008008,'03501582000188,EM SALUSTIANO DA MOTTA,50031090,ADMINISTRAÇÃO PÚBLICA MUNICIPAL,131,'10982587000135,ASSOCIACAO DE PAES E MESTRES DA EM SALUSTIANO DA MOTTA,PDDE,PDDE Basico - 1 parcela,"2.528,00","632,00","3.160,00",
2023,CENTRO OESTE,MS,TERENOS,5008008,'03501582000188,EM SALUSTIANO DA MOTTA,50031090,ADMINISTRAÇÃO PÚBLICA MUNICIPAL,131,'10982587000135,ASSOCIACAO DE PAES E MESTRES DA EM SALUSTIANO DA MOTTA,PDDE,PDDE Basico - 2 Parcela,"2.528,00","632,00","3.160,00",
2023,CENTRO OESTE,MS,AQUIDAUANA,5001102,'02585924000122,EE INDIGENA DE EM PASTOR REGINALDO MIGUEL - HOYENO O,50031112,ADMINISTRAÇÃO PÚBLICA ESTADUAL,75,'11365001000156,APM DA EE INDIGENA PASTOR REGINALDO MIGUEL HOYENO'O,PDDE,PDDE Basico - 1 parcela,"2.080,00","520,00","2.600,00",
2023,CENTRO OESTE,MS,AQUIDAUANA,5001102,'02585924000122,EE INDIGENA DE EM PASTOR REGINALDO MIGUEL - HOYENO O,50031112,ADMINISTRAÇÃO PÚBLICA ESTADUAL,75,'11365001000156,APM DA EE INDIGENA PASTOR REGINALDO MIGUEL HOYENO'O,PDDE,PDDE Basico - 2 Parcela,"2.080,00","520,00","2.600,00",
2023,CENTRO OESTE,MS,TRES LAGOAS,5008305,'03184041000173,CEI - PROFª MARIA APARECIDA DO NASCIMENTO CASTRO,50031481,ADMINISTRAÇÃO PÚBLICA MUNICIPAL,427,'21948234000135,APMDO CEI CIDA CASTRO,PDDE,PDDE Basico - P1,"2.597,50","2.597,50","5.195,00",
2023,CENTRO OESTE,MS,TRES LAGOAS,5008305,'03184041000173,CEI - PROFª MARIA APARECIDA DO NASCIMENTO CASTRO,50031481,ADMINISTRAÇÃO PÚBLICA MUNICIPAL,427,'21948234000135,APMDO CEI CIDA CASTRO,PDDE,PDDE Basico - P2,"2.597,50","2.597,50","5.195,00",
2023,CENTRO OESTE,MS,JUTI,5005152,'24644296000141,CEI - JANELINHA DO SABER,50031660,ADMINISTRAÇÃO PÚBLICA MUNICIPAL,99,',,PDDE,PDDE Basico - P1,"1.532,00","383,00","1.915,00",
2023,CENTRO OESTE,MS,JUTI,5005152,'24644296000141,CEI - JANELINHA DO SABER,50031660,ADMINISTRAÇÃO PÚBLICA MUNICIPAL,99,',,PDDE,PDDE Basico - P2,"1.532,00","383,00","1.915,00",
2023,CENTRO OESTE,MS,PORTO MURTINHO,5006903,'03107539000132,CENTRO MUNICIPAL DE EDUCACAO ESPECIAL LEANDRO ROLON ROMERO,50031821,ADMINISTRAÇÃO PÚBLICA MUNICIPAL,32,',,PDDE,PDDE Basico - 1 parcela,"960,00",0,"960,00",
2023,CENTRO OESTE,MS,PORTO MURTINHO,5006903,'03107539000132,CENTRO MUNICIPAL DE EDUCACAO ESPECIAL LEANDRO ROLON ROMERO,50031821,ADMINISTRAÇÃO PÚBLICA MUNICIPAL,32,',,PDDE,PDDE Basico - 2 Parcela,"960,00",0,"960,00",
2023,CENTRO OESTE,MS,CORONEL SAPUCAIA,5003157,'01988914000175,CEI - CRESCER E APRENDER,50032984,ADMINISTRAÇÃO PÚBLICA MUNICIPAL,246,'23073289000174,APM CEI CENTRO DE EDUCACAO INFANTIL CRESCER E APRENDER,PDDE,PDDE Basico - P1,"2.708,00","677,00","3.385,00",
2023,CENTRO OESTE,MS,CORONEL SAPUCAIA,5003157,'01988914000175,CEI - CRESCER E APRENDER,50032984,ADMINISTRAÇÃO PÚBLICA MUNICIPAL,246,'23073289000174,APM CEI CENTRO DE EDUCACAO INFANTIL CRESCER E APRENDER,PDDE,PDDE Basico - P2,"2.708,00","677,00","3.385,00",
2023,CENTRO OESTE,MS,CORONEL SAPUCAIA,5003157,'01988914000175,MBO EROY ARANDU,50032992,ADMINISTRAÇÃO PÚBLICA MUNICIPAL,511,'26718376000120,ASSOCIACAO DE PAIS E MESTRES DA ESCOLA MBO'EROY ARANDU - APM,PDDE,PDDE Basico - 1 parcela,"5.568,00","1.392,00","6.960,00",
2023,CENTRO OESTE,MS,CORONEL SAPUCAIA,5003157,'01988914000175,MBO EROY ARANDU,50032992,ADMINISTRAÇÃO PÚBLICA MUNICIPAL,511,'26718376000120,ASSOCIACAO DE PAIS E MESTRES DA ESCOLA MBO'EROY ARANDU - APM,PDDE,PDDE Basico - 2 Parcela,"5.568,00","1.392,00","6.960,00",
2023,CENTRO OESTE,MS,RIBAS DO RIO PARDO,5007109,'03501541000191,CENTRO DE EDUCACAO INFANTIL CRIANCEIRAS,50033026,ADMINISTRAÇÃO PÚBLICA MUNICIPAL,224,'35240465000102,ASSOCIACAO DE PAIS E MESTRES DO CEINF CRIANCEIRAS,PDDE,PDDE Basico - P1,"2.532,00","633,00","3.165,00",
2023,CENTRO OESTE,MS,RIBAS DO RIO PARDO,5007109,'03501541000191,CENTRO DE EDUCACAO INFANTIL CRIANCEIRAS,50033026,ADMINISTRAÇÃO PÚBLICA MUNICIPAL,224,'35240465000102,ASSOCIACAO DE PAIS E MESTRES DO CEINF CRIANCEIRAS,PDDE,PDDE Basico - P2,"2.532,00","633,00","3.165,00",
2023,CENTRO OESTE,MS,ANGELICA,5000856,'03747649000169,EMEIEF MAURO FASCINCANI,50033034,ADMINISTRAÇÃO PÚBLICA MUNICIPAL,491,',,PDDE,PDDE Basico - 1 parcela,"4.668,00","1.167,00","5.835,00",
2023,CENTRO OESTE,MS,ANGELICA,5000856,'03747649000169,EMEIEF MAURO FASCINCANI,50033034,ADMINISTRAÇÃO PÚBLICA MUNICIPAL,491,',,PDDE,PDDE Basico - 2 Parcela,"4.668,00","1.167,00","5.835,00",
2023,CENTRO OESTE,MS,ANGELICA,5000856,'03747649000169,CENTRO DE EDUCACAO INFANTIL CANTINHO DO CEU,50034332,ADMINISTRAÇÃO PÚBLICA MUNICIPAL,104,',,PDDE,PDDE Basico - P1,"1.572,00","393,00","1.965,00",
2023,CENTRO OESTE,MS,ANGELICA,5000856,'03747649000169,CENTRO DE EDUCACAO INFANTIL CANTINHO DO CEU,50034332,ADMINISTRAÇÃO PÚBLICA MUNICIPAL,104,',,PDDE,PDDE Basico - P2,"1.572,00","393,00","1.965,00",
2023,CENTRO OESTE,MS,BODOQUENA,5002159,'15465016000147,CENTRO DE EDUCACAO INFANTIL GILDETE AUSENI GOMES,50034391,ADMINISTRAÇÃO PÚBLICA MUNICIPAL,67,'35776718000159,CONSELHO ESCOLAR DO CEI MUNICIPAL GILDETE AUSENI GOMES,PDDE,PDDE Basico - P1,"1.116,50","478,50","1.595,00",
2023,CENTRO OESTE,MS,BODOQUENA,5002159,'15465016000147,CENTRO DE EDUCACAO INFANTIL GILDETE AUSENI GOMES,50034391,ADMINISTRAÇÃO PÚBLICA MUNICIPAL,67,'35776718000159,CONSELHO ESCOLAR DO CEI MUNICIPAL GILDETE AUSENI GOMES,PDDE,PDDE Basico - P2,"1.116,50","478,50","1.595,00",
2023,CENTRO OESTE,MS,SELVIRIA,5007802,'15410665000140,CENTRO DE EDUCACAO INFANTIL IZABEL BARBOSA DOS SANTOS,50034774,ADMINISTRAÇÃO PÚBLICA MUNICIPAL,108,',,PDDE,PDDE Basico - P1,"1.604,00","401,00","2.005,00",
2023,CENTRO OESTE,MS,SELVIRIA,5007802,'15410665000140,CENTRO DE EDUCACAO INFANTIL IZABEL BARBOSA DOS SANTOS,50034774,ADMINISTRAÇÃO PÚBLICA MUNICIPAL,108,',,PDDE,PDDE Basico - P2,"1.604,00","401,00","2.005,00",
2023,CENTRO OESTE,MS,RIBAS DO RIO PARDO,5007109,'03501541000191,CENTRO DE EDUCACAO INFANTIL SAO JOAO - CEI SAO JOAO,50034898,ADMINISTRAÇÃO PÚBLICA MUNICIPAL,156,'42462946000110,ASSOCIACAO DE PAIS E MESTRES DO CEINF SAO JOAO,PDDE,PDDE Basico - P1,"1.988,00","497,00","2.485,00",
2023,CENTRO OESTE,MS,RIBAS DO RIO PARDO,5007109,'03501541000191,CENTRO DE EDUCACAO INFANTIL SAO JOAO - CEI SAO JOAO,50034898,ADMINISTRAÇÃO PÚBLICA MUNICIPAL,156,'42462946000110,ASSOCIACAO DE PAIS E MESTRES DO CEINF SAO JOAO,PDDE,PDDE Basico - P2,"1.988,00","497,00","2.485,00",
